City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
298,la ronge,55.1001,-105.2842,-7.94,55,43,1.11,CA,2023-04-05 09:00:00
299,seminole,28.7086,-81.2081,21.84,92,3,2.52,US,2023-04-05 09:00:00
300,fortuna,40.5982,-124.1573,4.93,89,96,2.16,US,2023-04-05 09:00:00
301,mikhaylovka,50.06,43.2379,16.22,60,100,2.65,RU,2023-04-05 09:00:00
302,puerto cabello,10.4731,-68.0125,24.81,85,75,4.43,VE,2023-04-05 09:00:00
303,chara,56.9064,118.2631,-4.88,42,96,1.02,RU,2023-04-05 09:00:00
304,morant bay,17.8815,-76.4093,24.67,98,12,1.56,JM,2023-04-05 09:00:00
305,biskupiec,53.8647,20.9569,2.72,67,53,2.12,PL,2023-04-05 09:00:00
306,tamasane,-22.4184,27.4013,22.66,74,96,6.52,BW,2023-04-05 09:00:00
307,mahibadhoo,3.7833,72.9667,27.71,70,35,0.62,MV,2023-04-05 09:00:00
308,dong xoai,11.5333,106.9167,34.21,44,98,3.65,VN,2023-04-05 09:00:00
309,uruacu,-14.5247,-49.1408,18.68,95,3,1.29,BR,2023-04-05 09:00:00
310,nueva guinea,11.6876,-84.4562,21.8,97,25,3.13,NI,2023-04-05 09:00:00
311,valle del guamuez,0.4525,-76.9192,21.02,86,100,0.69,CO,2023-04-05 09:00:00
312,barcelos,41.5388,-8.6151,15.49,41,50,1.26,PT,2023-04-05 09:00:00
313,vangaindrano,-23.35,47.6,28.25,82,28,2.58,MG,2023-04-05 09:00:00
314,antalaha,-14.9003,50.2788,29.13,74,66,4.36,MG,2023-04-05 09:00:00
315,vila velha,-20.3297,-40.2925,22.66,92,4,2.28,BR,2023-04-05 09:00:00
316,xuddur,4.1213,43.8894,32.33,45,36,6.75,SO,2023-04-05 09:00:00
317,fairbanks,64.8378,-147.7164,-2.27,93,83,1.08,US,2023-04-05 09:00:00
318,klaksvik,62.2266,-6.589,8.2,97,100,5.83,FO,2023-04-05 09:00:00
319,havoysund,70.9963,24.6622,1.64,95,100,3.29,NO,2023-04-05 09:00:00
320,clarence town,-32.5833,151.7833,20.4,75,7,0.74,AU,2023-04-05 09:00:00
321,parkent,41.2944,69.6764,11.02,83,100,3.48,UZ,2023-04-05 09:00:00
322,puri,19.8,85.85,32.79,68,6,7.89,IN,2023-04-05 09:00:00
323,yumen,40.2833,97.2,7.38,16,19,9.05,CN,2023-04-05 09:00:00
324,bandarban,22.1965,92.2262,35.1,35,1,4.07,BD,2023-04-05 09:00:00
325,vico equense,40.6598,14.4317,11.29,63,81,3.68,IT,2023-04-05 09:00:00
326,oktyabrskoye,43.0645,44.7417,19.69,51,60,3.15,RU,2023-04-05 09:00:00
327,oranjemund,-28.55,16.4333,28.56,37,0,1.97,NA,2023-04-05 09:00:00
328,san cristobal,7.7669,-72.225,19.53,73,91,0.66,VE,2023-04-05 09:00:00
329,mounana,-1.4085,13.1586,28.75,82,95,0.95,GA,2023-04-05 09:00:00
330,matara,5.9485,80.5353,30.84,60,12,4.65,LK,2023-04-05 09:00:00
331,dongying,37.4564,118.4856,10.36,56,100,3.8,CN,2023-04-05 09:00:00
332,vila franca do campo,37.7167,-25.4333,14.08,75,72,2.77,PT,2023-04-05 09:00:00
333,saint anthony,45.0205,-93.218,1.82,96,100,1.16,US,2023-04-05 09:00:00
334,havre,49.5833,0.3333,7.58,74,16,2.21,FR,2023-04-05 09:00:00
335,yeppoon,-23.1333,150.7333,29.41,69,18,4.06,AU,2023-04-05 09:00:00
336,pillaro,-1.1667,-78.5333,10.58,93,100,0.42,EC,2023-04-05 09:00:00
337,semey,50.4111,80.2275,13.52,25,2,4.5,KZ,2023-04-05 09:00:00
338,kamalia,30.7333,72.65,30.86,32,0,1.37,PK,2023-04-05 09:00:00
339,luganville,-15.5333,167.1667,27.97,78,89,1.41,VU,2023-04-05 09:00:00
340,geraldton,-28.7667,114.6,24.72,43,0,7.67,AU,2023-04-05 09:00:00
341,norman wells,65.282,-126.8329,-10.46,77,59,1.51,CA,2023-04-05 09:00:00
342,dicabisagan,17.0818,122.4157,27.56,59,24,2.26,PH,2023-04-05 09:00:00
343,machado,-21.6747,-45.9197,16.07,94,2,0.86,BR,2023-04-05 09:00:00
344,srednekolymsk,67.45,153.6833,-8.94,80,33,2.01,RU,2023-04-05 09:00:00
345,chokurdakh,70.6333,147.9167,-15.35,83,100,4.16,RU,2023-04-05 09:00:00
346,conde,-7.2597,-34.9075,24.82,93,46,3.05,BR,2023-04-05 09:00:00
347,galveston,29.3669,-94.9669,23.83,90,100,5.91,US,2023-04-05 09:00:00
348,saint-louis,16.3333,-15.0,29.48,11,93,5.87,SN,2023-04-05 09:00:00
349,kamaishi,39.2667,141.8833,15.76,56,99,2.99,JP,2023-04-05 09:00:00
350,kalabo,-14.97,22.6814,24.43,74,99,3.05,ZM,2023-04-05 09:00:00
351,koungheul,13.9833,-14.8,27.54,53,37,1.92,SN,2023-04-05 09:00:00
352,ambon,-3.6954,128.1814,26.84,82,47,4.27,ID,2023-04-05 09:00:00
353,walvis bay,-22.9575,14.5053,24.43,67,57,3.36,NA,2023-04-05 09:00:00
354,chicama,-7.8447,-79.1469,25.77,84,100,2.0,PE,2023-04-05 09:00:00
355,naberera,-4.2,36.9333,22.11,77,99,1.91,TZ,2023-04-05 09:00:00
356,maceio,-9.6658,-35.7353,25.24,93,83,0.66,BR,2023-04-05 09:00:00
357,plast,54.3691,60.8136,13.02,53,42,3.11,RU,2023-04-05 09:00:00
358,diffa,13.3154,12.6113,35.17,6,99,6.56,NE,2023-04-05 09:00:00
359,lucera,41.5082,15.3351,8.24,74,54,4.33,IT,2023-04-05 09:00:00
360,tessalit,20.1986,1.0114,30.41,7,79,4.78,ML,2023-04-05 09:00:00
361,roanoke rapids,36.4615,-77.6542,16.53,98,2,2.56,US,2023-04-05 09:00:00
362,souillac,-20.5167,57.5167,27.73,78,65,2.39,MU,2023-04-05 09:00:00
363,madaoua,14.073,5.96,34.4,7,17,5.0,NE,2023-04-05 09:00:00
364,itaituba,-4.2761,-55.9836,22.58,99,99,1.04,BR,2023-04-05 09:00:00
365,maneadero,31.7167,-116.5667,9.61,66,64,1.87,MX,2023-04-05 09:00:00
366,freeport,40.6576,-73.5832,12.02,90,100,5.43,US,2023-04-05 09:00:00
367,inongo,-1.95,18.2667,26.65,80,91,1.5,CD,2023-04-05 09:00:00
368,pontes e lacerda,-15.2261,-59.3353,20.77,97,67,0.7,BR,2023-04-05 09:00:00
369,rio gallegos,-51.6226,-69.2181,15.26,66,33,10.85,AR,2023-04-05 09:00:00
370,olinda,-8.0089,-34.8553,26.2,83,83,3.87,BR,2023-04-05 09:00:00
371,ryde,50.73,-1.1621,8.49,68,100,2.42,GB,2023-04-05 09:00:00
372,sorland,67.667,12.6934,4.09,85,33,5.9,NO,2023-04-05 09:00:00
373,haines junction,60.7522,-137.5108,-4.29,78,100,0.85,CA,2023-04-05 09:00:00
374,ust-barguzin,53.45,108.9833,0.11,66,100,5.83,RU,2023-04-05 09:00:00
375,isangel,-19.55,169.2667,28.13,82,100,0.99,VU,2023-04-05 09:00:00
376,mbinga,-10.9333,35.0167,21.04,92,83,2.33,TZ,2023-04-05 09:00:00
377,vanimo,-2.6741,141.3028,28.25,74,100,1.74,PG,2023-04-05 09:00:00
378,tshikapa,-6.4167,20.8,28.02,84,98,3.03,CD,2023-04-05 09:00:00
379,promyshlennyy,67.5833,63.9167,-7.24,92,95,5.22,RU,2023-04-05 09:00:00
380,guilin,25.2819,110.2864,19.5,70,73,4.25,CN,2023-04-05 09:00:00
381,nchelenge,-9.3451,28.734,23.79,83,82,0.75,ZM,2023-04-05 09:00:00
382,rock sound,24.9,-76.2,24.33,79,4,8.39,BS,2023-04-05 09:00:00
383,marienburg,54.0359,19.0266,3.61,55,78,2.51,PL,2023-04-05 09:00:00
384,lajeado,-29.4669,-51.9614,18.07,94,81,0.42,BR,2023-04-05 09:00:00
385,necochea,-38.5473,-58.7368,10.49,89,17,4.03,AR,2023-04-05 09:00:00
386,nioro,13.35,-15.75,26.53,65,20,3.31,GM,2023-04-05 09:00:00
387,tibu,8.639,-72.7358,22.53,97,92,0.37,CO,2023-04-05 09:00:00
388,jumla,29.2747,82.1838,16.3,27,8,4.03,NP,2023-04-05 09:00:00
389,svetlogorsk,52.6333,29.7333,1.05,98,100,4.04,BY,2023-04-05 09:00:00
390,miles city,46.4083,-105.8406,-5.75,75,100,4.97,US,2023-04-05 09:00:00
391,lakes entrance,-37.8811,147.981,18.34,81,22,1.84,AU,2023-04-05 09:00:00
392,elliot,-31.3333,27.85,20.36,45,0,2.23,ZA,2023-04-05 09:00:00
393,saint-georges,12.0564,-61.7485,25.72,75,32,7.12,GD,2023-04-05 09:00:00
394,husavik,66.0449,-17.3389,2.0,99,100,1.67,IS,2023-04-05 09:00:00
395,dhariwal,31.9542,75.3192,30.14,24,0,3.11,IN,2023-04-05 09:00:00
396,richland,40.7834,-82.5499,18.65,76,32,8.22,US,2023-04-05 09:00:00
397,zambezi,-13.5432,23.1047,19.43,94,100,2.73,ZM,2023-04-05 09:00:00
398,abengourou,6.7297,-3.4964,28.02,88,85,2.43,CI,2023-04-05 09:00:00
399,kongoussi,13.3258,-1.5347,33.97,11,18,3.74,BF,2023-04-05 09:00:00
400,rantepao,-2.9701,119.8978,24.49,83,99,0.61,ID,2023-04-05 09:00:00
401,xingcheng,40.6167,120.7167,12.33,29,62,6.32,CN,2023-04-05 09:00:00
402,birao,10.2849,22.7882,38.83,28,100,0.73,CF,2023-04-05 09:00:00
403,inhambane,-23.865,35.3833,26.97,72,17,5.54,MZ,2023-04-05 09:00:00
404,yakovlevka,44.425,133.4772,12.55,29,100,0.2,RU,2023-04-05 09:00:00
405,plettenberg bay,-34.0527,23.3716,23.11,64,10,2.5,ZA,2023-04-05 09:00:00
406,petropavlovsk-kamchatskiy,53.0452,158.6483,1.87,54,29,11.02,RU,2023-04-05 09:00:00
407,belaya gora,68.5333,146.4167,-10.99,85,100,1.19,RU,2023-04-05 09:00:00
408,dakar,14.6937,-17.4441,22.59,81,29,5.47,SN,2023-04-05 09:00:00
409,khilok,51.3674,110.4676,2.09,54,100,8.15,RU,2023-04-05 09:00:00
410,hofn,64.2539,-15.2082,6.4,93,98,2.67,IS,2023-04-05 09:00:00
411,lompoc,34.6391,-120.4579,6.92,77,86,3.64,US,2023-04-05 09:00:00
412,itarema,-2.9248,-39.9167,23.69,87,93,1.21,BR,2023-04-05 09:00:00
413,lubyany,56.0378,51.4,16.0,51,73,1.49,RU,2023-04-05 09:00:00
414,feldbach,46.9531,15.8883,4.78,62,84,1.35,AT,2023-04-05 09:00:00
415,lesnoy,57.6198,63.0784,13.59,54,95,3.68,RU,2023-04-05 09:00:00
416,kohlu,29.8962,69.252,23.88,30,1,6.55,PK,2023-04-05 09:00:00
417,msanga,-6.05,36.0333,27.53,71,86,2.3,TZ,2023-04-05 09:00:00
418,novovelichkovskaya,45.2778,38.8436,14.36,76,99,9.05,RU,2023-04-05 09:00:00
419,rockland,41.1668,-74.0496,12.34,83,90,2.61,US,2023-04-05 09:00:00
420,boffa,10.1667,-14.0333,27.9,75,27,1.0,GN,2023-04-05 09:00:00
421,bilma,18.6853,12.9164,32.87,11,37,5.8,NE,2023-04-05 09:00:00
422,mopti,14.6667,-4.0,33.15,7,7,5.2,ML,2023-04-05 09:00:00
423,tiznit,29.5833,-9.5,10.71,82,58,6.73,MA,2023-04-05 09:00:00
424,jacqueville,5.2052,-4.4146,27.58,83,76,3.21,CI,2023-04-05 09:00:00
425,george town,5.4112,100.3354,29.78,73,47,4.42,MY,2023-04-05 09:00:00
426,zhigansk,66.7697,123.3711,-19.8,92,100,7.98,RU,2023-04-05 09:00:00
427,mbaiki,3.8678,17.9892,34.94,60,99,0.48,CF,2023-04-05 09:00:00
428,rawlins,41.7911,-107.2387,-12.3,79,100,2.97,US,2023-04-05 09:00:00
429,severnyy,50.677,36.5532,12.76,82,96,6.21,RU,2023-04-05 09:00:00
430,stawell,-37.05,142.7667,22.13,33,16,2.06,AU,2023-04-05 09:00:00
431,bariadi,-2.8,33.9833,25.87,68,87,3.1,TZ,2023-04-05 09:00:00
432,luwingu,-10.2621,29.9271,23.03,87,89,3.12,ZM,2023-04-05 09:00:00
433,kungurtug,50.5994,97.5228,-0.62,56,99,3.66,RU,2023-04-05 09:00:00
434,murgab,37.4966,61.9714,17.76,44,20,2.15,TM,2023-04-05 09:00:00
435,visby,57.6409,18.296,0.9,86,83,5.86,SE,2023-04-05 09:00:00
436,araceli,10.5529,119.9913,27.48,74,84,5.21,PH,2023-04-05 09:00:00
437,hambantota,6.1241,81.1185,30.61,62,9,6.49,LK,2023-04-05 09:00:00
438,constitucion,-35.3333,-72.4167,11.65,71,93,2.12,CL,2023-04-05 09:00:00
439,makakilo city,21.3469,-158.0858,22.8,75,28,6.71,US,2023-04-05 09:00:00
440,hundorp,61.5552,9.9407,1.45,91,100,1.89,NO,2023-04-05 09:00:00
441,ust-nera,64.5667,143.2,-7.31,82,100,1.54,RU,2023-04-05 09:00:00
442,tiarei,-17.5333,-149.3333,27.87,75,72,3.87,PF,2023-04-05 09:00:00
443,kabarnet,0.4919,35.743,23.25,56,82,3.39,KE,2023-04-05 09:00:00
444,praia,14.9215,-23.5087,23.12,70,83,6.26,CV,2023-04-05 09:00:00
445,cap malheureux,-19.9842,57.6142,26.68,75,9,3.52,MU,2023-04-05 09:00:00
446,perigueux,45.1833,0.7167,9.49,71,3,2.31,FR,2023-04-05 09:00:00
447,luderitz,-26.6481,15.1594,30.12,40,0,1.42,NA,2023-04-05 09:00:00
448,san rafael,-34.6177,-68.3301,16.81,67,33,0.95,AR,2023-04-05 09:00:00
449,broken hill,-31.95,141.4333,26.56,20,85,1.25,AU,2023-04-05 09:00:00
450,guarapari,-20.6667,-40.4975,22.3,91,29,2.3,BR,2023-04-05 09:00:00
451,swift current,50.2834,-107.8014,-18.76,86,47,1.36,CA,2023-04-05 09:00:00
452,kaa-khem,51.6833,94.7333,4.39,37,42,1.02,RU,2023-04-05 09:00:00
453,namibe,-15.1961,12.1522,26.39,79,97,2.2,AO,2023-04-05 09:00:00
454,emerald,-23.5333,148.1667,31.82,32,37,1.23,AU,2023-04-05 09:00:00
455,bardiyah,31.7561,25.0865,18.61,54,0,4.16,LY,2023-04-05 09:00:00
456,yenagoa,4.9247,6.2642,30.36,80,100,3.05,NG,2023-04-05 09:00:00
457,ravar,31.2656,56.8055,22.6,16,0,3.13,IR,2023-04-05 09:00:00
458,aksarka,66.5606,67.7975,-2.61,89,99,5.35,RU,2023-04-05 09:00:00
459,puerto cabezas,14.0351,-83.3888,24.22,83,1,3.25,NI,2023-04-05 09:00:00
460,berlevag,70.8578,29.0864,0.0,81,100,5.27,NO,2023-04-05 09:00:00
461,pioner,55.3166,85.9508,4.03,40,14,1.08,RU,2023-04-05 09:00:00
462,wuda,39.4994,106.7117,4.88,49,98,10.83,CN,2023-04-05 09:00:00
463,antofagasta,-23.65,-70.4,20.36,89,49,1.18,CL,2023-04-05 09:00:00
464,hitiaa,-17.6,-149.3,27.89,75,77,4.04,PF,2023-04-05 09:00:00
465,faanui,-16.4833,-151.75,28.13,70,43,5.02,PF,2023-04-05 09:00:00
466,turan,16.0678,108.2208,31.13,69,7,4.89,VN,2023-04-05 09:00:00
467,balaipungut,1.05,101.2833,30.72,66,96,2.63,ID,2023-04-05 09:00:00
468,sur,22.5667,59.5289,26.77,52,1,4.31,OM,2023-04-05 09:00:00
469,koroni,36.8,21.95,15.12,65,7,4.64,GR,2023-04-05 09:00:00
470,nabire,-3.3667,135.4833,28.55,76,96,1.01,ID,2023-04-05 09:00:00
471,whitefish,48.4111,-114.3376,-4.85,76,14,0.91,US,2023-04-05 09:00:00
472,kusu,33.2831,131.1514,14.87,92,100,1.46,JP,2023-04-05 09:00:00
473,pimentel,-6.8367,-79.9342,26.84,77,33,1.2,PE,2023-04-05 09:00:00
474,ziro,27.6333,93.8333,11.51,86,89,1.5,IN,2023-04-05 09:00:00
475,chinna salem,11.65,78.9,36.88,39,23,3.43,IN,2023-04-05 09:00:00
476,berdigestyakh,62.0989,126.6992,-13.27,90,100,5.7,RU,2023-04-05 09:00:00
477,baruun-urt,46.6806,113.2792,4.76,16,100,4.95,MN,2023-04-05 09:00:00
478,christchurch,-43.5333,172.6333,18.17,56,91,7.15,NZ,2023-04-05 09:00:00
479,lushnje,40.9419,19.705,11.55,73,76,3.3,AL,2023-04-05 09:00:00
480,katsuura,35.1333,140.3,17.08,55,86,6.99,JP,2023-04-05 09:00:00
481,ferme-neuve,46.7001,-75.4493,-6.55,87,99,4.8,CA,2023-04-05 09:00:00
482,kieta,-6.2167,155.6333,28.25,76,97,0.57,PG,2023-04-05 09:00:00
483,jalu,29.0331,21.5482,22.07,34,0,2.86,LY,2023-04-05 09:00:00
484,juba,4.8517,31.5825,34.53,44,69,2.74,SS,2023-04-05 09:00:00
485,solnechnyy,50.7214,136.6319,5.0,48,29,0.74,RU,2023-04-05 09:00:00
486,yinchuan,38.4681,106.2731,6.94,35,99,6.59,CN,2023-04-05 09:00:00
487,severo-yeniseyskiy,60.3725,93.0408,-4.27,79,99,3.57,RU,2023-04-05 09:00:00
488,ribeira grande,38.5167,-28.7,15.09,80,46,1.95,PT,2023-04-05 09:00:00
489,gazanjyk,39.2446,55.5154,18.41,33,4,4.27,TM,2023-04-05 09:00:00
490,gisors,49.2818,1.7801,8.26,67,7,0.09,FR,2023-04-05 09:00:00
491,kapchorwa,1.3965,34.4509,23.3,59,85,1.97,UG,2023-04-05 09:00:00
492,kifri,34.6959,44.9661,26.03,33,3,0.99,IQ,2023-04-05 09:00:00
493,los llanos de aridane,28.6585,-17.9182,16.13,82,32,7.82,ES,2023-04-05 09:00:00
494,kokkola,63.8385,23.1307,-0.72,88,9,1.84,FI,2023-04-05 09:00:00
495,springbok,-29.6643,17.8865,28.39,21,0,6.37,ZA,2023-04-05 09:00:00
496,chinhoyi,-17.3667,30.2,27.55,55,83,2.3,ZW,2023-04-05 09:00:00
497,mpika,-11.8343,31.4529,20.61,91,92,4.09,ZM,2023-04-05 09:00:00
498,ucluelet,48.9329,-125.5528,5.14,83,99,3.44,CA,2023-04-05 09:00:00
499,elizabeth city,36.2946,-76.2511,16.38,94,36,2.19,US,2023-04-05 09:00:00
500,nantong,32.0303,120.8747,12.75,73,96,5.61,CN,2023-04-05 09:00:00
501,cayenne,4.9333,-52.3333,24.76,86,83,4.49,GF,2023-04-05 09:00:00
502,hearst,49.6835,-83.6665,-8.33,92,100,4.83,CA,2023-04-05 09:00:00
503,champerico,14.3,-91.9167,27.57,77,17,3.89,GT,2023-04-05 09:00:00
504,atar,20.5169,-13.0499,21.88,39,100,6.41,MR,2023-04-05 09:00:00
505,leningradskiy,69.3833,178.4167,-24.1,94,8,2.91,RU,2023-04-05 09:00:00
506,rumoi,43.9344,141.6428,10.29,66,100,1.91,JP,2023-04-05 09:00:00
507,matamoros,25.5333,-103.25,22.82,15,100,2.87,MX,2023-04-05 09:00:00
508,wagga wagga,-35.1167,147.3667,23.9,35,0,0.44,AU,2023-04-05 09:00:00
509,thunder bay,48.4001,-89.3168,-3.84,94,100,10.16,CA,2023-04-05 09:00:00
510,seddon,-37.8068,144.8916,17.88,69,64,3.17,AU,2023-04-05 09:00:00
511,staryy saltiv,50.0827,36.7939,14.6,67,97,6.96,UA,2023-04-05 09:00:00
512,piacabucu,-10.4056,-36.4344,24.65,86,100,1.66,BR,2023-04-05 09:00:00
513,loughrea,53.1969,-8.5669,10.68,97,100,3.43,IE,2023-04-05 09:00:00
514,dubrovytsya,51.5744,26.565,4.32,49,95,4.46,UA,2023-04-05 09:00:00
515,khromtau,50.2503,58.4347,14.54,30,54,3.12,KZ,2023-04-05 09:00:00
516,kalemie,-5.9475,29.1947,25.89,80,92,3.28,CD,2023-04-05 09:00:00
517,le port,-20.9373,55.2919,28.42,83,13,2.48,RE,2023-04-05 09:00:00
518,kozmodemyansk,56.3367,46.5711,15.3,55,33,2.06,RU,2023-04-05 09:00:00
519,verkhnyaya inta,65.9811,60.3094,-0.47,95,100,5.57,RU,2023-04-05 09:00:00
520,yerbogachen,61.2767,108.0108,-10.22,72,61,3.68,RU,2023-04-05 09:00:00
521,calabozo,8.9242,-67.4293,26.39,60,16,4.46,VE,2023-04-05 09:00:00
522,noumea,-22.2763,166.4572,26.04,94,83,3.25,NC,2023-04-05 09:00:00
523,nome,64.5011,-165.4064,-20.03,77,4,2.61,US,2023-04-05 09:00:00
524,chimbote,-9.0853,-78.5783,25.53,81,97,2.04,PE,2023-04-05 09:00:00
525,chokwe,-24.5333,32.9833,25.96,73,32,5.33,MZ,2023-04-05 09:00:00
526,taybad,34.74,60.7756,17.86,49,3,3.02,IR,2023-04-05 09:00:00
527,honggang,46.4667,124.8667,10.33,14,15,1.31,CN,2023-04-05 09:00:00
528,samfya,-11.3649,29.5565,23.31,82,70,4.49,ZM,2023-04-05 09:00:00
529,krasnyy chikoy,50.3643,108.7512,1.72,55,100,7.89,RU,2023-04-05 09:00:00
530,midland,31.9974,-102.0779,15.36,11,0,9.69,US,2023-04-05 09:00:00
531,cam ranh,11.9214,109.1591,31.34,64,39,5.04,VN,2023-04-05 09:00:00
532,moss point,30.4116,-88.5345,22.77,96,47,4.68,US,2023-04-05 09:00:00
533,aksha,50.2814,113.2867,4.9,43,100,3.69,RU,2023-04-05 09:00:00
534,padang,-0.9492,100.3543,28.49,75,91,1.65,ID,2023-04-05 09:00:00
535,podgornoye,51.735,39.1496,12.3,74,33,3.57,RU,2023-04-05 09:00:00
536,dublin,37.7021,-121.9358,5.91,85,4,1.93,US,2023-04-05 09:00:00
537,altagracia de orituco,9.8601,-66.3814,21.98,87,55,1.95,VE,2023-04-05 09:00:00
538,aldan,58.6031,125.3894,-9.0,80,85,6.07,RU,2023-04-05 09:00:00
539,hailar,49.2,119.7,6.68,28,25,5.67,CN,2023-04-05 09:00:00
540,banyo,6.75,11.8167,28.68,52,100,1.21,CM,2023-04-05 09:00:00
541,villamartin,36.8598,-5.6449,18.65,41,13,2.92,ES,2023-04-05 09:00:00
542,ugoofaaru,5.6667,73.0,28.26,70,34,1.86,MV,2023-04-05 09:00:00
543,simpang,-1.2667,104.0833,30.64,65,99,1.23,ID,2023-04-05 09:00:00
544,khorixas,-20.3667,14.9667,32.09,38,55,4.71,NA,2023-04-05 09:00:00
545,noyabrsk,63.1994,75.4507,-1.52,93,100,7.75,RU,2023-04-05 09:00:00
546,bogorodskoye,56.55,37.8833,10.15,73,60,3.95,RU,2023-04-05 09:00:00
547,suzdal,56.4281,40.4414,11.43,71,39,4.16,RU,2023-04-05 09:00:00
548,kidal,18.4411,1.4078,32.44,6,22,3.23,ML,2023-04-05 09:00:00
549,paamiut,61.994,-49.6678,-1.41,72,71,1.54,GL,2023-04-05 09:00:00
550,ozinki,51.1786,49.6769,17.94,43,73,4.17,RU,2023-04-05 09:00:00
551,barra do garcas,-15.89,-52.2567,20.36,92,0,0.41,BR,2023-04-05 09:00:00
552,tougan,13.0667,-3.0667,33.77,11,72,1.27,BF,2023-04-05 09:00:00
553,tumut,-35.3,148.2167,21.7,55,57,1.55,AU,2023-04-05 09:00:00
554,ajdabiya,30.7554,20.2263,19.96,52,0,2.57,LY,2023-04-05 09:00:00
555,altay,47.8667,88.1167,5.56,41,5,0.83,CN,2023-04-05 09:00:00
556,tekirdag,40.978,27.5085,7.02,88,100,2.89,TR,2023-04-05 09:00:00
557,zhaozhou,45.6833,125.3167,10.25,12,100,2.95,CN,2023-04-05 09:00:00
558,sayyan,15.1718,44.3244,19.98,51,53,2.62,YE,2023-04-05 09:00:00
559,balaguer,41.7912,0.8109,11.49,76,0,3.32,ES,2023-04-05 09:00:00
560,nouadhibou,20.931,-17.0347,17.77,67,99,9.43,MR,2023-04-05 09:00:00
561,ust-maya,60.4167,134.5333,-3.24,82,100,4.63,RU,2023-04-05 09:00:00
562,badou,7.5833,0.6,29.84,72,69,1.94,TG,2023-04-05 09:00:00
563,irbit,57.6705,63.071,13.97,54,94,3.58,RU,2023-04-05 09:00:00
564,hornepayne,49.2138,-84.7705,-8.11,95,100,6.8,CA,2023-04-05 09:00:00
565,pacific grove,36.6177,-121.9166,8.02,78,61,3.77,US,2023-04-05 09:00:00
566,lucapa,-8.4192,20.7447,19.89,96,98,2.83,AO,2023-04-05 09:00:00
567,alofi,-19.0595,-169.9187,26.62,88,28,7.67,NU,2023-04-05 09:00:00
568,matagami,49.7502,-77.6328,-13.84,83,98,3.37,CA,2023-04-05 09:00:00
569,quatre cocos,-20.2078,57.7625,27.83,72,21,3.31,MU,2023-04-05 09:00:00
570,wewak,-3.5534,143.6268,28.79,75,88,2.85,PG,2023-04-05 09:00:00
571,kiunga,-6.1219,141.2906,27.4,82,93,1.36,PG,2023-04-05 09:00:00
572,shumskiy,54.8318,99.1328,-0.53,48,93,4.86,RU,2023-04-05 09:00:00
573,saurimo,-9.6608,20.3916,19.79,95,100,2.52,AO,2023-04-05 09:00:00
574,key west,24.5557,-81.7826,26.33,72,58,7.4,US,2023-04-05 09:00:00
575,vallenar,-28.5708,-70.7581,18.36,73,0,0.83,CL,2023-04-05 09:00:00
576,ulladulla,-35.35,150.4667,22.15,66,7,0.23,AU,2023-04-05 09:00:00
577,usinsk,65.9939,57.5281,-2.33,81,72,5.89,RU,2023-04-05 09:00:00
578,xique-xique,-10.8218,-42.7263,23.6,71,89,4.47,BR,2023-04-05 09:00:00
579,phillipsburg,40.6937,-75.1902,13.18,81,98,2.14,US,2023-04-05 09:00:00
580,sargodha,32.0836,72.6711,30.27,27,5,1.13,PK,2023-04-05 09:00:00
581,vestmannaeyjar,63.4427,-20.2734,6.69,82,100,2.72,IS,2023-04-05 09:00:00
582,charters towers,-20.1,146.2667,29.58,53,58,4.71,AU,2023-04-05 09:00:00
583,tabas,33.5959,56.9244,23.12,19,0,1.09,IR,2023-04-05 09:00:00
584,sinnamary,5.3833,-52.95,24.43,81,94,5.04,GF,2023-04-05 09:00:00
585,dingle,10.9995,122.6711,30.17,51,84,4.45,PH,2023-04-05 09:00:00
586,prieska,-29.6641,22.7474,26.14,28,1,4.85,ZA,2023-04-05 09:00:00
587,aktash,50.3,87.7333,-0.76,46,4,1.32,RU,2023-04-05 09:00:00
588,aripuana,-9.1667,-60.6333,21.98,99,100,0.83,BR,2023-04-05 09:00:00
589,jalingo,8.8833,11.3667,34.44,22,99,3.22,NG,2023-04-05 09:00:00
590,mogocha,53.7333,119.7667,0.18,60,99,1.91,RU,2023-04-05 09:00:00
591,kuantan,3.8077,103.326,29.31,83,40,2.21,MY,2023-04-05 09:00:00
592,acapulco,16.8634,-99.8901,26.08,80,34,2.27,MX,2023-04-05 09:00:00
593,valleyview,55.0667,-117.2859,-3.17,92,76,2.25,CA,2023-04-05 09:00:00
594,wawa,9.9022,4.4192,32.06,58,78,2.84,NG,2023-04-05 09:00:00
595,charlestown,-32.95,151.6667,21.05,77,6,3.6,AU,2023-04-05 09:00:00
